Competition,Rank,Player,Team,Position,Game_Num,KDA,KP,Kills,Most_Kills,Deaths,Most_Deaths,Assists,名次,选手?,Most_Assits,GPM,CSPM,DPM,DMG_Pct,DTPM,DTPM_Pct,WPM,WCPM
2019 MSI,24,Palette,SGB,Sup,10,2.6,0.677,1.1,5,3.2,5,7.3,24,Palette,19,253,1.72,166,0.099,443,0.15,1.65,0.48
2019 MSI,25,Hanabi,FW,Top,10,3,0.616,2.1,6,2.3,4,4.8,25,Hanabi,11,372,8.34,355,0.231,619,0.237,0.54,0.18
2019 MSI,26,ShiauC,FW,Sup,10,2.2,0.679,0.7,3,3.5,6,6.9,26,ShiauC,16,245,1.97,138,0.09,406,0.155,1.56,0.21
2019 MSI,27,Rather,FW,Mid,10,3.3,0.759,2.5,9,2.6,5,6,27,Rather,11,378,8.54,387,0.252,482,0.184,0.43,0.21
2019 MSI,28,Bugi,FW,Jug,10,3.1,0.812,3.5,10,2.9,5,5.6,28,Bugi,13,322,4.77,256,0.167,738,0.282,0.81,0.37
2019 MSI,29,ZerosS,SGB,Top,10,1.5,0.524,2.6,8,4.3,9,3.9,29,ZerosS,7,387,8.62,401,0.239,745,0.252,0.44,0.11
2019 MSI,30,Meliodas,SGB,Jug,6,4.6,0.821,2.8,10,2.3,4,7.8,30,Meliodas,17,340,5.25,287,0.172,834,0.287,0.33,0.4
2019 MSI,31,XuHao,SGB,Jug,4,1.6,0.587,2.5,5,4.2,6,4.2,31,XuHao,10,310,4.86,237,0.141,703,0.233,0.85,0.48
2019 LPL Summer,1,Kuro,BLG,Mid,47,4.2,0.667,3,7,2,6,5.6,1,Kuro,19,390,8.29,480,0.246,443,0.164,0.57,0.35
2019 LPL Summer,2,Xiaohu,RNG,Mid,47,5,0.699,3.6,10,2.1,5,6.7,2,Xiaohu,15,382,7.78,463,0.263,410,0.172,0.35,0.28
2019 LPL Summer,3,Karsa,RNG,Jug,47,4.7,0.738,2.5,11,2.3,7,8.3,3,Karsa,20,322,4.65,229,0.13,671,0.28,0.93,0.54
2019 LPL Summer,4,Uzi,RNG,Bot,47,5.9,0.73,4.9,13,1.8,6,5.8,4,Uzi,14,478,10.52,579,0.328,360,0.151,0.42,0.5
2019 LPL Summer,5,Ming,RNG,Sup,47,4.9,0.724,1.1,4,2.2,6,9.5,5,Ming,22,256,1.26,171,0.097,339,0.142,1.77,0.34
2019 LPL Summer,6,Jinjiao,BLG,Bot,47,4.2,0.662,3.6,10,2,6,4.9,6,Jinjiao,18,442,9.69,541,0.278,377,0.139,0.39,0.43
2019 LPL Summer,7,ADD,BLG,Top,47,2.5,0.59,2.4,9,3,8,5.1,7,ADD,14,375,7.51,459,0.235,718,0.265,0.52,0.22
2019 LPL Summer,8,XinMo,BLG,Sup,47,4.1,0.692,0.6,3,2.2,5,8.2,8,XinMo,25,255,1.5,145,0.075,381,0.141,1.43,0.27
2019 LPL Summer,9,Meteor,BLG,Jug,47,4,0.738,3.2,11,2.3,5,6.3,9,Meteor,15,350,5.55,324,0.166,789,0.291,0.76,0.5
2019 LPL Summer,10,Meiko,EDG,Sup,44,4.6,0.749,0.8,3,2.2,5,9.3,10,Meiko,21,257,1.29,173,0.096,351,0.134,1.43,0.3
2019 LPL Summer,11,Scout,EDG,Mid,44,4.4,0.652,3.7,10,2,6,5.1,11,Scout,14,403,8.34,486,0.268,488,0.187,0.48,0.34
2019 LPL Summer,12,Jinoo,EDG,Top,44,3.4,0.583,3,8,2.3,7,4.9,12,Jinoo,13,390,7.96,434,0.239,656,0.251,0.48,0.29
2019 LPL Summer,13,JackeyLove,IG,Bot,44,3.6,0.637,4.1,11,2.7,7,5.4,13,JackeyLove,17,453,9.6,572,0.266,457,0.162,0.37,0.34
2019 LPL Summer,14,Jiejie,EDG,Jug,44,3.9,0.688,2.1,10,2.4,8,7.2,14,Jiejie,18,320,4.68,236,0.131,717,0.274,0.8,0.35
2019 LPL Summer,15,Flandre,LNG,Top,43,3.1,0.615,2.9,11,2.8,7,5.8,15,Flandre,17,400,8.34,412,0.229,642,0.232,0.35,0.26
2019 LPL Summer,16,SofM,LNG,Jug,43,3.5,0.663,2.4,9,2.6,7,6.9,16,SofM,17,329,5.11,278,0.154,800,0.289,1.03,0.57
2019 LPL Summer,17,LANGX,RNG,Top,43,3.7,0.489,2.6,7,1.9,5,4.5,17,LANGX,12,375,7.99,316,0.182,592,0.254,0.44,0.18
2019 LPL Summer,18,Asura,LNG,Bot,43,4.1,0.63,4.4,11,2.1,6,4.4,18,Asura,13,448,9.48,553,0.307,428,0.155,0.31,0.28
2019 LPL Summer,19,LokeN,TES,Bot,42,4.9,0.632,3.2,8,1.7,6,5.1,19,LokeN,12,428,8.69,468,0.245,343,0.136,0.48,0.32
2019 LPL Summer,20,knight,TES,Mid,42,4.6,0.661,4.4,12,1.9,7,4.3,20,knight,13,432,9.15,567,0.297,498,0.198,0.33,0.28
2019 LPL Summer,21,iBoy,EDG,Bot,42,5.3,0.675,3.9,12,1.8,5,5.4,21,iBoy,14,450,9.5,490,0.269,396,0.152,0.37,0.48
2019 LPL Summer,22,Doinb,FPX,Mid,41,5.5,0.651,4.3,10,2.1,5,7.5,22,Doinb,18,432,8.7,440,0.225,558,0.221,0.46,0.27
2019 LPL Summer,23,GimGoon,FPX,Top,41,5.7,0.548,3.2,13,1.8,8,6.7,23,GimGoon,18,394,7.47,433,0.222,551,0.218,0.45,0.17
2019 LPL Summer,24,Lwx,FPX,Bot,41,6.4,0.643,6,14,1.8,7,5.6,24,Lwx,10,481,9.85,567,0.29,349,0.138,0.34,0.39
2019 LPL Summer,25,Crisp,FPX,Sup,41,4.8,0.643,1.2,6,2.4,6,10.4,25,Crisp,21,272,1.44,170,0.087,335,0.133,1.57,0.32
2019 LPL Summer,26,Tian,FPX,Jug,41,5.1,0.654,3.3,8,2.3,6,8.5,26,Tian,18,356,5.31,345,0.177,734,0.29,0.81,0.55
2019 LPL Summer,27,TheShy,IG,Top,40,2.5,0.555,3,11,3.4,8,5.4,27,TheShy,12,398,7.9,582,0.268,619,0.218,0.38,0.11
2019 LPL Summer,28,SwordArt,SN,Sup,38,3.7,0.68,0.7,4,2.4,6,8,28,SwordArt,18,248,1.52,166,0.089,336,0.128,1.39,0.33
2019 LPL Summer,29,Maple,SN,Mid,38,3.4,0.614,3.1,9,2.3,5,4.8,29,Maple,13,386,8.25,468,0.251,498,0.189,0.52,0.22
2019 LPL Summer,30,Smlz,SN,Bot,38,3.3,0.698,3.4,12,2.7,8,5.5,30,Smlz,16,449,9.57,590,0.316,455,0.173,0.36,0.35
2019 LPL Summer,31,Duan,LNG,Sup,38,3.3,0.685,0.7,4,2.9,7,9,31,Duan,17,240,1.3,145,0.081,371,0.136,1.55,0.42
2019 LPL Summer,32,Ning,IG,Jug,38,2.6,0.658,3.4,9,3.8,9,6.2,32,Ning,18,355,5.46,297,0.14,807,0.288,0.48,0.41
2019 LPL Summer,33,Puff,RA,Bot,38,3.1,0.687,3.2,11,2.2,7,3.7,33,Puff,9,447,10.31,542,0.315,423,0.157,0.36,0.48
2019 LPL Summer,34,Southwind,RA,Sup,38,3.1,0.692,0.7,4,2.2,7,6.2,34,Southwind,18,259,1.66,153,0.089,428,0.159,1.43,0.32
2019 LPL Summer,35,369,TES,Top,38,3.2,0.584,2.6,7,2.5,7,5.3,35,369,12,400,8.22,469,0.245,654,0.259,0.4,0.18
2019 LPL Summer,36,Xiye,WE,Mid,37,3.4,0.625,4,11,2.6,6,4.9,36,Xiye,17,411,8.57,475,0.239,523,0.186,0.38,0.24
2019 LPL Summer,37,Kramer,LGD,Bot,37,4,0.723,3.7,12,1.9,7,4.2,37,Kramer,11,438,9.77,558,0.329,403,0.15,0.43,0.33
2019 LPL Summer,38,Missing,WE,Sup,37,3.5,0.72,1.1,5,2.9,6,9.1,38,Missing,25,274,1.72,252,0.127,422,0.15,1.44,0.26
2019 LPL Summer,39,Yuuki,LGD,Mid,37,2.5,0.673,2.3,9,2.9,6,5,39,Yuuki,17,364,8.02,409,0.241,507,0.189,0.37,0.27
2019 LPL Summer,40,Zwuji,RW,Bot,37,3.6,0.717,3.1,13,2.2,7,4.8,40,Zwuji,11,402,8.72,554,0.331,329,0.128,0.35,0.37
2019 LPL Summer,41,Holder,RW,Top,37,1.8,0.525,2.3,8,3.2,9,3.5,41,Holder,10,362,7.54,323,0.193,654,0.255,0.43,0.19
2019 LPL Summer,42,beishang,WE,Jug,37,3.4,0.659,2.5,10,2.7,7,6.9,42,beishang,20,332,5.11,296,0.149,787,0.28,0.5,0.44
2019 LPL Summer,43,imp,JDG,Bot,36,3.7,0.697,3.8,14,2.4,6,5.2,43,imp,15,423,9.05,510,0.268,394,0.144,0.39,0.38
2019 LPL Summer,44,Baolan,IG,Sup,36,3.5,0.687,0.7,3,3,11,9.8,44,Baolan,30,250,1.21,202,0.095,417,0.147,1.32,0.25
2019 LPL Summer,45,Yagao,JDG,Mid,36,3.4,0.687,3,8,2.6,6,5.9,45,Yagao,17,387,8.18,503,0.265,473,0.173,0.37,0.31
2019 LPL Summer,46,MaiX,RW,Mid,36,2,0.623,2.4,7,3.4,9,4.4,46,MaiX,11,376,8.45,395,0.238,510,0.199,0.49,0.21
2019 LPL Summer,47,Xx,TES,Jug,36,4.5,0.712,2.3,8,2.1,5,7.1,47,Xx,14,325,4.7,250,0.131,696,0.276,0.78,0.44
2019 LPL Summer,48,Twila,TT,Mid,36,3.1,0.616,2.5,7,2.3,5,4.7,48,Twila,12,388,8.58,408,0.249,419,0.173,0.45,0.29
2019 LPL Summer,49,GALA,TT,Bot,36,3.7,0.621,3.3,9,2,6,3.9,49,GALA,12,435,9.73,448,0.273,342,0.141,0.39,0.34
2019 LPL Summer,50,Mark,TT,Sup,36,4,0.704,0.7,3,2,5,7.5,50,Mark,18,243,1.09,153,0.094,261,0.108,1.49,0.4
2019 LPL Summer,51,Mystic,WE,Bot,35,3.6,0.709,5,12,2.9,8,5.5,51,Mystic,11,459,9.5,609,0.303,437,0.155,0.44,0.48
2019 LPL Summer,52,Ben4,V5,Jug,35,2.6,0.693,2.4,8,3.4,7,6.4,52,Ben4,22,330,4.89,291,0.156,822,0.288,0.63,0.42
2019 LPL Summer,53,y4,V5,Bot,35,2.8,0.639,3.6,13,2.9,7,4.5,53,y4,13,418,8.56,498,0.266,480,0.168,0.41,0.26
2019 LPL Summer,54,Poss,WE,Top,35,2.5,0.508,1.9,9,3,7,5.6,54,Poss,13,358,7.24,350,0.176,647,0.23,0.44,0.13
2019 LPL Summer,55,poge,V5,Sup,35,2.3,0.652,0.8,3,3.6,8,7.5,55,poge,21,246,1.71,185,0.099,430,0.151,1.22,0.34
2019 LPL Summer,56,Ben,TES,Sup,34,4,0.661,0.7,4,2.1,6,7.8,56,Ben,15,247,1.15,163,0.086,310,0.123,1.24,0.27
2019 LPL Summer,57,LvMao,JDG,Sup,34,3,0.701,1.1,7,3.1,7,8.4,57,LvMao,18,250,1.36,182,0.095,419,0.153,1.46,0.31
2019 LPL Summer,58,Breathe,OMG,Top,34,1.6,0.599,2.7,10,3.7,6,3.4,58,Breathe,16,379,8.31,393,0.237,684,0.237,0.45,0.17
2019 LPL Summer,59,Rookie,IG,Mid,33,2.8,0.563,3.7,8,3.2,8,5.1,59,Rookie,16,383,7.75,550,0.245,524,0.181,0.43,0.23
2019 LPL Summer,60,Zoom,JDG,Top,33,2.8,0.568,2.1,8,2.6,6,5.1,60,Zoom,17,392,8.35,403,0.211,714,0.259,0.49,0.17
2019 LPL Summer,61,icon,OMG,Mid,32,2.3,0.653,3,8,3,6,3.9,61,icon,16,385,8.4,446,0.267,596,0.206,0.42,0.17
2019 LPL Summer,62,Weiwei,SN,Jug,31,3,0.702,3,10,3.2,8,6.7,62,Weiwei,17,327,4.82,297,0.151,778,0.294,0.93,0.52
2019 LPL Summer,63,Hoyoung,LNG,Mid,31,3.9,0.663,3.2,13,2.2,8,5.5,63,Hoyoung,15,389,8.17,395,0.222,489,0.18,0.27,0.2
2019 LPL Summer,64,Jay,RA,Mid,28,2.5,0.656,2.9,10,2.9,5,4.2,64,Jay,11,370,7.78,467,0.262,480,0.172,0.38,0.29
2019 LPL Summer,65,Xiaopeng,TT,Jug,26,2.6,0.706,2.4,9,3.2,7,6,65,Xiaopeng,14,321,4.81,242,0.141,778,0.311,0.55,0.47
2019 LPL Summer,66,Haro,RW,Jug,25,2.6,0.678,2.7,6,2.8,6,4.8,66,Haro,16,314,4.96,263,0.163,684,0.267,0.71,0.41
2019 LPL Summer,67,Lies,LGD,Top,24,2.2,0.609,1.9,7,3,7,4.6,67,Lies,15,345,7.36,365,0.226,540,0.215,0.48,0.17
2019 LPL Summer,68,Flawless,JDG,Jug,23,3.4,0.734,2.6,8,2.8,7,6.8,68,Flawless,15,328,4.97,295,0.157,735,0.273,0.84,0.45
2019 LPL Summer,69,Mole,V5,Mid,23,2.5,0.668,3.7,12,3.4,7,5,69,Mole,14,377,7.59,528,0.276,521,0.187,0.36,0.18
2019 LPL Summer,70,Aix,RA,Jug,23,2.7,0.668,2.1,7,2.9,8,5.9,70,Aix,17,315,4.72,261,0.139,772,0.276,0.71,0.44
2019 LPL Summer,71,Kane,OMG,Bot,22,2,0.603,2.2,11,2.7,7,3.4,71,Kane,10,408,9.39,502,0.302,432,0.148,0.39,0.36
2019 LPL Summer,72,RD,LGD,Sup,21,2.2,0.708,0.8,3,3.3,9,6.5,72,RD,20,239,1.58,140,0.091,423,0.167,1.42,0.23
2019 LPL Summer,73,Chelizi,RA,Top,21,1.7,0.491,1.4,4,2.5,5,2.7,73,Chelizi,7,361,8.14,323,0.211,563,0.222,0.45,0.18
2019 LPL Summer,74,Angel,SN,Top,21,2.8,0.621,3.6,10,2.7,7,4.1,74,Angel,9,391,8.03,389,0.208,561,0.213,0.47,0.23
2019 LPL Summer,75,World6,OMG,Jug,20,1.9,0.722,1.8,7,3.6,6,5.2,75,World6,19,295,4.28,208,0.126,751,0.25,0.36,0.36
2019 LPL Summer,76,Windy,V5,Top,20,1.8,0.491,2.2,7,3.6,7,4.3,76,Windy,11,345,7.21,398,0.207,563,0.199,0.48,0.2
2019 LPL Summer,77,Changhong,TT,Top,19,1.6,0.56,2.5,11,3.8,8,3.6,77,Changhong,10,373,7.49,414,0.255,652,0.27,0.38,0.12
2019 LPL Summer,78,Huanggai,RW,Sup,19,2.3,0.707,0.6,2,3.1,7,6.5,78,Huanggai,14,226,1.27,139,0.087,370,0.145,1.46,0.28
2019 LPL Summer,79,Killua,RW,Sup,18,3.7,0.73,0.6,3,2.3,7,8.2,79,Killua,18,240,1.73,123,0.07,424,0.164,1.65,0.19
2019 LPL Summer,80,bademan,LGD,Jug,17,1.7,0.714,1.5,5,4.4,7,5.8,80,bademan,14,287,4.14,212,0.12,740,0.258,0.65,0.36
2019 LPL Summer,81,Biubiu,SN,Top,17,2.4,0.531,2.2,6,2.9,6,4.8,81,Biubiu,10,370,7.83,345,0.186,614,0.232,0.45,0.19
2019 LPL Summer,82,Ale,TT,Top,17,3,0.552,3.2,9,2.3,8,3.6,82,Ale,8,417,9.12,374,0.227,655,0.269,0.4,0.15
2019 LPL Summer,83,Cube,RA,Top,17,3.7,0.522,2.4,6,1.7,5,3.9,83,Cube,9,375,8.12,430,0.221,680,0.234,0.46,0.14
2019 LPL Summer,84,Pyl,LGD,Sup,16,2.2,0.681,0.6,3,3.5,6,7.2,84,Pyl,18,231,1.27,197,0.104,412,0.143,1.32,0.32
2019 LPL Summer,85,Hudie,OMG,Sup,16,2.2,0.653,0.4,4,3.6,7,7.7,85,Hudie,19,225,1.46,135,0.08,478,0.167,1.39,0.26
2019 LPL Summer,86,Youdang,RA,Jug,15,1.8,0.774,1.5,4,3.1,5,3.9,86,Youdang,8,301,4.84,170,0.117,766,0.3,0.62,0.5
2019 LPL Summer,87,Garvey,LGD,Top,13,1.6,0.517,3.1,6,3.7,7,2.7,87,Garvey,8,372,7.68,401,0.216,762,0.253,0.45,0.13
2019 LPL Summer,88,KRYST4L,OMG,Bot,12,2.3,0.622,2.5,7,3.2,6,4.9,88,KRYST4L,10,402,8.74,424,0.257,368,0.13,0.48,0.45
2019 LPL Summer,89,Fenfen,LNG,Mid,12,3.8,0.647,4.7,11,2.8,6,6.2,89,Fenfen,11,439,8.84,489,0.263,568,0.198,0.45,0.44
2019 LPL Summer,90,WeiYan,RW,Jug,12,2.8,0.7,2.3,5,2.8,6,5.2,90,WeiYan,11,306,4.51,270,0.15,668,0.258,0.46,0.38
2019 LPL Summer,91,COLD,OMG,Sup,11,1.8,0.674,0.5,3,3,6,4.9,91,COLD,11,237,1.52,129,0.078,413,0.147,1.63,0.3
2019 LPL Summer,92,Forge,IG,Mid,11,2.6,0.585,3.3,11,2.9,6,4.3,92,Forge,12,383,8.2,358,0.194,562,0.214,0.44,0.12
2019 LPL Summer,93,condi,LGD,Jug,10,3.6,0.806,2.3,6,2.8,7,7.7,93,condi,20,309,4.54,170,0.107,731,0.308,0.71,0.49
2019 LPL Summer,94,bless,TT,Jug,10,3,0.691,2.2,4,2.5,4,5.4,94,bless,13,319,4.79,208,0.146,673,0.301,0.5,0.48
2019 LPL Summer,95,Kanavi,JDG,Jug,10,2.4,0.746,3.5,9,3.9,5,5.9,95,Kanavi,14,346,5.3,369,0.187,746,0.257,0.48,0.38
2019 LPL Summer,96,Mole,V5,Top,9,1.7,0.66,3.3,8,4,6,3.6,96,Mole,8,388,7.77,503,0.297,579,0.203,0.43,0.14
2019 LPL Summer,97,Windy,V5,Mid,9,1.8,0.547,3.6,9,4.2,6,4.2,97,Windy,11,389,7.78,408,0.216,542,0.178,0.44,0.2
2019 LPL Summer,98,QiuQiu,TES,Sup,8,6.4,0.767,1.2,4,1.8,5,9.9,98,QiuQiu,16,263,1.48,185,0.096,428,0.172,1.53,0.34
2019 LPL Summer,99,Y1han,OMG,Jug,8,1.8,0.75,2.4,8,3.4,5,3.6,99,Y1han,9,301,4.45,227,0.143,709,0.28,0.34,0.41
2019 LPL Summer,100,Lucas,IG,Sup,8,2.9,0.705,0.9,3,3.4,5,9,100,Lucas,13,250,1.79,177,0.079,408,0.146,1.34,0.28
2019 LPL Summer,101,Ian,RA,Mid,7,1.9,0.638,1,2,2.9,5,4.3,101,Ian,8,343,7.88,347,0.201,445,0.17,0.47,0.17
2019 LPL Summer,102,H4cker,SN,Jug,7,3.4,0.707,1,2,1.7,3,4.9,102,H4cker,10,310,5.18,149,0.108,697,0.27,0.91,0.51
2019 LPL Summer,103,,OMG,Sup,7,1.3,0.576,0.9,2,3.9,8,4,103,,11,240,1.53,186,0.12,457,0.15,1.29,0.35
2019 LPL Summer,104,Penguin,OMG,Jug,6,3,0.607,1,2,3,5,8,104,Penguin,17,286,4.26,180,0.103,778,0.263,0.5,0.26
2019 LPL Summer,105,Aki,TES,Jug,6,4,0.8,1.7,4,2.7,5,9,105,Aki,16,317,4.49,214,0.112,745,0.298,0.3,0.48
2019 LPL Summer,106,Leyan,IG,Jug,6,2.5,0.547,3.8,9,3.8,5,5.8,106,Leyan,11,353,5.28,392,0.167,802,0.271,0.83,0.48
2019 LPL Summer,107,Aliez,V5,Top,6,1.4,0.448,2.3,4,4.5,7,4.2,107,Aliez,11,346,7.12,366,0.189,669,0.229,0.45,0.25
2019 LPL Summer,108,Eimy,LGD,Jug,5,1.7,0.63,1.2,2,4,8,5.6,108,Eimy,11,259,3.89,162,0.088,723,0.286,0.72,0.45
2019 LPL Summer,109,Maestro,LNG,Sup,5,1.6,0.591,1,3,5,7,6.8,109,Maestro,16,226,1.52,101,0.053,487,0.161,1.78,0.11
2019 LPL Summer,110,Duke,IG,Top,4,2.6,0.554,3.2,9,3,5,4.5,110,Duke,12,389,7.84,439,0.222,555,0.203,0.33,0.1
2019 LPL Summer,111,Moyu,TES,Top,4,2,0.585,2.2,5,3,5,3.8,111,Moyu,7,368,7.75,389,0.21,513,0.208,0.32,0.2
2019 LPL Summer,112,Kui,LGD,Jug,4,2.1,0.762,2.8,4,3.8,6,5.2,112,Kui,8,288,4,188,0.128,768,0.26,0.72,0.36
2019 LPL Summer,113,LoveZrr,RNG,Top,4,1.9,0.578,1.5,2,4.8,7,7.8,113,LoveZrr,16,338,6.73,396,0.187,827,0.271,0.53,0.09
2019 LPL Summer,114,Corn,RA,Mid,3,1.2,0.412,0.7,1,2,4,1.7,114,Corn,3,328,7.94,195,0.186,358,0.173,0.43,0.1
2019 LPL Summer,115,Xiaohan,JDG,Jug,3,4.9,0.723,3.3,5,2.3,6,8,115,Xiaohan,10,347,5.13,222,0.124,814,0.321,0.32,0.44
2019 LPL Summer,116,Morgan,JDG,Top,3,5.8,0.489,4,6,1.3,3,3.7,116,Morgan,5,433,9.16,335,0.188,593,0.234,0.33,0.19
2019 LPL Summer,117,otto,V5,Mid,2,0.8,0.6,0,0,4,6,3,117,otto,5,291,6.69,236,0.15,581,0.209,0.44,0.12
2019 LPL Summer,118,Hope,EDG,Bot,2,1.2,0.722,2.5,3,5.5,7,4,118,Hope,5,363,7.58,331,0.202,562,0.191,0.36,0.34
2019 LPL Summer,119,Guoguo,OMG,Mid,2,0.4,0.286,0,0,2.5,4,1,119,Guoguo,2,318,8.22,289,0.222,443,0.163,0.55,0.09
2019 LPL Summer,120,Teeen,JDG,Sup,2,0.7,0.75,0,0,4.5,5,3,120,Teeen,4,224,1.88,92,0.069,463,0.178,1.63,0.25
2019 LPL Summer,121,Jiumeng,WE,Bot,2,0.9,0.667,0,0,3.5,5,3,121,Jiumeng,6,374,9.71,514,0.342,371,0.151,0.35,0.42
2019 LPL Summer,122,957,WE,Top,1,1.3,0.667,1,1,3,3,3,122,957,3,315,7.57,490,0.315,424,0.157,0.48,0.14
2019 LPL Summer,123,RD,LGD,Jug,1,0.3,0.333,1,1,7,7,1,123,RD,1,226,2.99,126,0.074,865,0.357,0.98,0.28
2019 LPL Summer,124,Aliez,V5,Mid,1,2,0.571,3,3,2,2,1,124,Aliez,1,405,8.75,342,0.278,635,0.224,0.44,0.07
2019 LPL Summer,125,HwQ,RW,Mid,1,2.2,0.846,4,4,5,5,7,125,HwQ,7,386,8.77,509,0.251,493,0.17,0.4,0.14
2019 LPL Summer,126,Clever9,WE,Top,1,3.5,0.875,1,1,2,2,6,126,Clever9,6,433,9.2,452,0.199,674,0.248,0.62,0.16
2019 LCK Summer,1,Khan,T1,Top,56,3.1,0.579,2.9,7,2.2,6,4.1,1,Khan,13,400,8.5,417,0.239,668,0.276,0.58,0.21
2019 LCK Summer,2,Teddy,T1,Bot,56,7.6,0.632,3.8,10,1,3,3.8,2,Teddy,11,467,10.88,530,0.303,320,0.133,0.45,0.45
2019 LCK Summer,3,Faker,T1,Mid,55,3.9,0.617,2.7,10,1.9,6,4.8,3,Faker,14,403,9.01,449,0.255,430,0.178,0.56,0.31
2019 LCK Summer,4,Clid,T1,Jug,52,4.9,0.704,2.3,7,1.8,5,6.3,4,Clid,13,336,5.23,235,0.133,676,0.279,0.99,0.56
2019 LCK Summer,5,Kiin,AF,Top,49,2.9,0.585,2.5,7,2.4,7,4.5,5,Kiin,13,400,8.58,415,0.24,631,0.247,0.51,0.24
2019 LCK Summer,6,Ucal,AF,Mid,49,3.3,0.653,2.8,12,2.4,6,5.1,6,Ucal,13,387,8.44,396,0.229,452,0.177,0.53,0.24
2019 LCK Summer,7,Aiming,AF,Bot,49,5.1,0.71,3.8,13,1.7,5,4.7,7,Aiming,15,451,9.73,575,0.332,381,0.149,0.46,0.43
2019 LCK Summer,8,Dread,AF,Jug,49,2.7,0.671,2.3,10,3,8,5.8,8,Dread,15,325,4.98,223,0.129,733,0.287,0.78,0.52
2019 LCK Summer,9,Senan,AF,Sup,49,2.4,0.588,0.6,2,2.9,7,6.5,9,Senan,20,236,1.23,119,0.069,353,0.139,1.55,0.28
2019 LCK Summer,10,Ghost,LSB,Bot,48,3.6,0.707,2.7,11,2,6,4.5,10,Ghost,11,428,9.4,432,0.253,394,0.149,0.52,0.4
2019 LCK Summer,11,Summit,LSB,Top,48,2.4,0.654,2.3,8,2.8,6,4.4,11,Summit,11,395,8.6,449,0.263,637,0.24,0.51,0.26
2019 LCK Summer,12,OnFleek,LSB,Jug,48,3.1,0.707,1.9,7,2.4,8,5.4,12,OnFleek,13,328,5.33,210,0.123,756,0.285,0.75,0.65
2019 LCK Summer,13,Dove,LSB,Mid,48,4.1,0.673,2.8,7,1.7,6,4.1,13,Dove,9,394,8.73,468,0.274,468,0.176,0.42,0.31
2019 LCK Summer,14,Joker,LSB,Sup,48,2.4,0.691,0.6,6,2.9,8,6.5,14,Joker,19,253,1.78,148,0.087,399,0.15,1.67,0.37
2019 LCK Summer,15,Nuclear,DK,Bot,47,5.6,0.67,3,8,1.5,6,5.7,15,Nuclear,14,436,9.68,463,0.246,309,0.115,0.43,0.39
2019 LCK Summer,16,ShowMaker,DK,Mid,47,6.4,0.713,3.6,10,1.4,6,5.6,16,ShowMaker,15,419,9.16,436,0.232,505,0.189,0.53,0.29
2019 LCK Summer,17,Deft,DRX,Bot,46,3.6,0.722,3.1,10,2.2,5,4.8,17,Deft,15,431,9.49,532,0.314,350,0.147,0.55,0.37
2019 LCK Summer,18,TusiN,DRX,Sup,46,2.9,0.678,0.5,7,2.5,7,6.9,18,TusiN,17,240,1.32,149,0.088,333,0.14,1.62,0.38
2019 LCK Summer,19,Cuzz,DRX,Jug,46,3.3,0.72,2.1,9,2.4,6,5.8,19,Cuzz,13,326,5.24,278,0.164,721,0.303,1.08,0.63
2019 LCK Summer,20,Naehyun,DRX,Mid,46,4.1,0.668,2.5,10,1.8,5,4.8,20,Naehyun,13,391,8.74,373,0.221,362,0.152,0.58,0.23
2019 LCK Summer,21,Rascal,DRX,Top,46,2.4,0.622,2.8,8,2.8,7,4,21,Rascal,14,393,8.51,359,0.212,613,0.257,0.52,0.2
2019 LCK Summer,22,Tarzan,GRF,Jug,46,5.6,0.718,1.9,6,1.4,4,6,22,Tarzan,14,336,5.5,230,0.137,660,0.285,0.77,0.5
2019 LCK Summer,23,Viper,GRF,Bot,46,7.7,0.714,3.8,9,1,3,4.1,23,Viper,11,473,10.87,522,0.31,314,0.136,0.42,0.46
2019 LCK Summer,24,Lehends,GRF,Sup,46,5.4,0.704,0.4,3,1.5,6,7.4,24,Lehends,19,258,1.78,157,0.093,306,0.132,1.55,0.35
2019 LCK Summer,25,Chovy,GRF,Mid,46,5.3,0.598,2.5,8,1.3,4,4.2,25,Chovy,13,421,9.96,373,0.221,507,0.219,0.53,0.35
2019 LCK Summer,26,Canyon,DK,Jug,46,3.7,0.737,2,6,2.6,6,7.7,26,Canyon,20,321,4.86,275,0.145,717,0.268,0.74,0.45
2019 LCK Summer,27,BeryL,DK,Sup,46,3.3,0.694,0.6,4,2.8,6,8.5,27,BeryL,21,256,1.91,150,0.08,459,0.171,1.73,0.49
2019 LCK Summer,28,Nuguri,DK,Top,45,3.1,0.661,3.9,9,2.8,9,4.9,28,Nuguri,10,436,9.09,566,0.299,693,0.259,0.48,0.26
2019 LCK Summer,29,PraY,KT,Bot,44,2.7,0.607,2.2,9,2.2,6,3.6,29,PraY,11,422,9.69,412,0.266,391,0.154,0.48,0.42
2019 LCK Summer,30,SnowFlower,KT,Sup,44,2.1,0.621,0.7,3,2.9,8,5.3,30,SnowFlower,16,236,1.57,149,0.096,386,0.152,1.6,0.44
2019 LCK Summer,31,Bdd,KT,Mid,44,3.4,0.712,3.1,10,2,5,3.8,31,Bdd,9,386,8.49,453,0.292,440,0.173,0.54,0.26
2019 LCK Summer,32,Ruler,GEN,Bot,44,5.3,0.766,3.2,9,1.3,5,3.9,32,Ruler,9,457,10.42,493,0.314,365,0.159,0.55,0.55
